ParentSKU,Site Id,Year,Month,Category Name ID,Unit,Qty,Price,Net Sales calculated,Cash Discount,Amount to Customer,MRP,Pack Size,Pack Unit Id,State,Zone,Master Category,Size,Rank,Date
F0113,AHMEDABAD,2018,9,2,NO,39.0,64,2336,0,2336,95.0,50.0,GM,DL,WEST,6,25gm,49,2018-09-01
F0113,AHMEDABAD,2018,10,2,NO,11.0,64,649,0,649,95.0,50.0,GM,DL,WEST,6,25gm,49,2018-10-01
F0113,AHMEDABAD,2018,11,2,NO,11.0,64,648,0,648,95.0,50.0,GM,DL,WEST,6,25gm,49,2018-11-01
F0113,AHMEDABAD,2018,12,2,NO,43.0,64,2593,0,2593,95.0,50.0,GM,DL,WEST,6,25gm,49,2018-12-01
F0113,AHMEDABAD,2019,3,2,NO,12.0,64,777,0,777,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-03-01
F0113,AHMEDABAD,2019,4,2,NO,87.0,64,5445,0,5445,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-04-01
F0113,AHMEDABAD,2019,5,2,NO,24.0,62,1507,0,1507,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-05-01
F0113,AHMEDABAD,2019,6,2,NO,36.0,64,2240,0,2240,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-06-01
F0113,AHMEDABAD,2019,7,2,NO,24.0,64,1493,0,1493,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-07-01
F0113,AHMEDABAD,2019,11,2,NO,27.0,64,1555,0,1555,95.0,50.0,GM,DL,WEST,6,25gm,49,2019-11-01
F0113,AHMEDABAD,2020,2,2,NO,27.0,63,1523,0,1523,95.0,50.0,GM,DL,WEST,6,25gm,49,2020-02-01
F0113,BANGALORE,2017,4,2,NO,530.0,64,34918,2,39949,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-04-01
F0113,BANGALORE,2017,5,2,NO,570.0,63,35807,5,40935,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-05-01
F0113,BANGALORE,2017,6,2,NO,518.0,62,30392,2,34767,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-06-01
F0113,BANGALORE,2017,7,2,NO,558.0,57,32768,0,32768,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-07-01
F0113,BANGALORE,2017,8,2,NO,701.0,55,40456,0,40456,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-08-01
F0113,BANGALORE,2017,9,2,NO,379.0,57,22313,0,22313,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-09-01
F0113,BANGALORE,2017,10,2,NO,251.0,54,12812,0,12812,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-10-01
F0113,BANGALORE,2017,11,2,NO,654.0,61,35584,0,35584,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-11-01
F0113,BANGALORE,2017,12,2,NO,3.0,56,169,0,169,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-12-01
F0113,BANGALORE,2018,1,2,NO,1281.0,62,70975,0,70975,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-01-01
F0113,BANGALORE,2018,2,2,NO,52.0,56,2930,0,2930,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-02-01
F0113,BANGALORE,2018,3,2,NO,892.0,63,52776,0,52776,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-03-01
F0113,BANGALORE,2018,4,2,NO,492.0,63,28873,0,28873,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-04-01
F0113,BANGALORE,2018,5,2,NO,2088.0,62,120316,0,120316,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-05-01
F0113,BANGALORE,2018,6,2,NO,165.0,58,9369,0,9369,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-06-01
F0113,BANGALORE,2018,7,2,NO,647.0,62,37321,0,37321,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-07-01
F0113,BANGALORE,2018,8,2,NO,402.0,63,23721,0,23721,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-08-01
F0113,BANGALORE,2018,9,2,NO,494.0,62,28828,0,28828,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-09-01
F0113,BANGALORE,2018,10,2,NO,64.0,53,3400,0,3400,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-10-01
F0113,BANGALORE,2018,12,2,NO,1059.0,58,60285,0,60285,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-12-01
F0113,BANGALORE,2019,1,2,NO,998.0,62,60901,0,60901,95.0,50.0,GM,DL,South,6,25gm,49,2019-01-01
F0113,BANGALORE,2019,2,2,NO,375.0,62,23163,0,23163,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-02-01
F0113,BANGALORE,2019,3,2,NO,588.0,61,35918,0,35918,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-03-01
F0113,BANGALORE,2019,4,2,NO,755.0,62,45249,0,45249,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-04-01
F0113,BANGALORE,2019,5,2,NO,898.0,64,56012,0,56012,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-05-01
F0113,BANGALORE,2019,6,2,NO,84.0,64,5227,0,5227,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-06-01
F0113,BANGALORE,2019,7,2,NO,420.0,64,26139,0,26139,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-07-01
F0113,BANGALORE,2019,8,2,NO,156.0,64,9708,0,9708,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-08-01
F0113,BANGALORE,2019,9,2,NO,652.0,63,40323,0,40323,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-09-01
F0113,BANGALORE,2019,10,2,NO,496.0,57,26936,0,26936,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-10-01
F0113,BANGALORE,2019,11,2,NO,475.0,62,25882,0,25882,95.0,50.0,GM,DL,South,6,25gm,49,2019-11-01
F0113,BANGALORE,2019,12,2,NO,555.0,59,30372,0,30372,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-12-01
F0113,BANGALORE,2020,1,2,NO,741.0,57,39897,0,39897,95.0,50.0,GM,DL,South,6,25gm,49,2020-01-01
F0113,BANGALORE,2020,2,2,NO,618.0,59,34978,0,34978,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2020-02-01
F0113,BHUBANESWR,2017,4,2,NO,549.0,64,34030,0,38964,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-04-01
F0113,BHUBANESWR,2017,5,2,NO,726.0,65,42579,0,48753,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-05-01
F0113,BHUBANESWR,2017,6,2,NO,612.0,64,37691,0,43156,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-06-01
F0113,BHUBANESWR,2017,7,2,NO,312.0,58,17629,0,17629,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-07-01
F0113,BHUBANESWR,2017,8,2,NO,366.0,58,20978,0,20978,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-08-01
F0113,BHUBANESWR,2017,9,2,NO,120.0,59,6507,0,6507,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-09-01
F0113,BHUBANESWR,2017,10,2,NO,192.0,59,10415,0,10415,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-10-01
F0113,BHUBANESWR,2017,11,2,NO,468.0,62,26475,0,26475,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-11-01
F0113,BHUBANESWR,2017,12,2,NO,12.0,64,777,0,777,95.0,50.0,GM,DL,EAST,6,25gm,49,2017-12-01
F0113,BHUBANESWR,2018,1,2,NO,297.0,63,17266,0,17266,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-01-01
F0113,BHUBANESWR,2018,3,2,NO,876.0,63,50151,0,50151,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-03-01
F0113,BHUBANESWR,2018,4,2,NO,84.0,61,4653,0,4653,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-04-01
F0113,BHUBANESWR,2018,5,2,NO,1248.0,62,69529,0,69529,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-05-01
F0113,BHUBANESWR,2018,6,2,NO,180.0,63,10353,0,10353,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-06-01
F0113,BHUBANESWR,2018,7,2,NO,96.0,62,5441,0,5441,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-07-01
F0113,BHUBANESWR,2018,9,2,NO,72.0,60,4025,0,4025,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-09-01
F0113,BHUBANESWR,2018,10,2,NO,192.0,64,11420,0,11420,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-10-01
F0113,BHUBANESWR,2018,12,2,NO,189.0,60,10452,0,10452,95.0,50.0,GM,DL,EAST,6,25gm,49,2018-12-01
F0113,BHUBANESWR,2019,1,2,NO,450.0,62,26837,0,26837,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-01-01
F0113,BHUBANESWR,2019,2,2,NO,200.0,61,11765,0,11765,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-02-01
F0113,BHUBANESWR,2019,3,2,NO,550.0,60,32086,0,32086,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-03-01
F0113,BHUBANESWR,2019,4,2,NO,125.0,64,7779,0,7779,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-04-01
F0113,BHUBANESWR,2019,5,2,NO,100.0,64,6223,0,6223,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-05-01
F0113,BHUBANESWR,2019,6,2,NO,290.0,62,17525,0,17525,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-06-01
F0113,BHUBANESWR,2019,7,2,NO,125.0,63,7498,0,7498,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-07-01
F0113,BHUBANESWR,2019,8,2,NO,192.0,62,11434,0,11434,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-08-01
F0113,BHUBANESWR,2019,9,2,NO,66.0,62,3920,0,3920,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-09-01
F0113,BHUBANESWR,2019,10,2,NO,80.0,64,4667,0,4667,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-10-01
F0113,BHUBANESWR,2019,11,2,NO,81.0,64,4667,0,4667,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-11-01
F0113,BHUBANESWR,2019,12,2,NO,23.0,64,1361,0,1361,95.0,50.0,GM,DL,EAST,6,25gm,49,2019-12-01
F0113,BHUBANESWR,2020,1,2,NO,108.0,64,6223,0,6223,95.0,50.0,GM,DL,EAST,6,25gm,49,2020-01-01
F0113,BHUBANESWR,2020,2,2,NO,108.0,63,6093,0,6093,95.0,50.0,GM,DL,EAST,6,25gm,49,2020-02-01
F0113,CHENNAI,2017,4,2,NO,762.0,65,49789,72,55996,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-04-01
F0113,CHENNAI,2017,5,2,NO,1180.0,65,77080,46,86470,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-05-01
F0113,CHENNAI,2017,6,2,NO,588.0,66,36601,16,41635,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-06-01
F0113,CHENNAI,2017,7,2,NO,624.0,58,36863,0,36863,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-07-01
F0113,CHENNAI,2017,8,2,NO,552.0,59,32852,0,32852,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-08-01
F0113,CHENNAI,2017,9,2,NO,94.0,55,5213,0,5213,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-09-01
F0113,CHENNAI,2017,10,2,NO,182.0,58,8989,0,8989,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-10-01
F0113,CHENNAI,2017,11,2,NO,280.0,64,15599,0,15599,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-11-01
F0113,CHENNAI,2017,12,2,NO,144.0,54,7836,0,7836,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2017-12-01
F0113,CHENNAI,2018,1,2,NO,364.0,64,20278,0,20278,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-01-01
F0113,CHENNAI,2018,2,2,NO,247.0,64,14800,0,14800,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-02-01
F0113,CHENNAI,2018,3,2,NO,461.0,64,27506,0,27506,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-03-01
F0113,CHENNAI,2018,4,2,NO,17.0,62,987,0,987,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-04-01
F0113,CHENNAI,2018,5,2,NO,465.0,64,27656,0,27656,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-05-01
F0113,CHENNAI,2018,6,2,NO,430.0,64,25579,0,25579,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-06-01
F0113,CHENNAI,2018,8,2,NO,307.0,64,17853,0,17853,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-08-01
F0113,CHENNAI,2018,9,2,NO,3.0,56,169,0,169,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-09-01
F0113,CHENNAI,2018,11,2,NO,77.0,60,4735,0,4735,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-11-01
F0113,CHENNAI,2018,12,2,NO,935.0,63,54931,0,54931,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2018-12-01
F0113,CHENNAI,2019,1,2,NO,428.0,60,25884,0,25884,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-01-01
F0113,CHENNAI,2019,2,2,NO,371.0,62,22872,0,22872,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-02-01
F0113,CHENNAI,2019,3,2,NO,380.0,62,23645,0,23645,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-03-01
F0113,CHENNAI,2019,4,2,NO,278.0,59,17264,0,17264,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-04-01
F0113,CHENNAI,2019,5,2,NO,474.0,62,29538,0,29538,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-05-01
F0113,CHENNAI,2019,6,2,NO,83.0,63,5140,0,5140,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-06-01
F0113,CHENNAI,2019,7,2,NO,610.0,63,38010,0,38010,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-07-01
F0113,CHENNAI,2019,8,2,NO,192.0,62,11966,0,11966,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-08-01
F0113,CHENNAI,2019,9,2,NO,861.0,64,53578,0,53578,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-09-01
F0113,CHENNAI,2019,10,2,NO,388.0,62,22413,0,22413,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-10-01
F0113,CHENNAI,2019,11,2,NO,511.0,63,29657,0,29657,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-11-01
F0113,CHENNAI,2019,12,2,NO,354.0,62,20584,0,20584,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2019-12-01
F0113,CHENNAI,2020,1,2,NO,606.0,63,35063,0,35063,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2020-01-01
F0113,CHENNAI,2020,2,2,NO,365.0,62,21168,0,21168,95.0,50.0,GM,DL,SOUTH,6,25gm,49,2020-02-01
F0113,DEHRADUN,2017,5,2,NO,269.0,66,17668,0,20230,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-05-01
F0113,DEHRADUN,2017,6,2,NO,65.0,66,4008,0,4589,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-06-01
F0113,DEHRADUN,2017,7,2,NO,127.0,57,7249,0,7249,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-07-01
F0113,DEHRADUN,2017,9,2,NO,110.0,57,6251,0,6251,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-09-01
F0113,DEHRADUN,2017,10,2,NO,280.0,59,14382,0,14382,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-10-01
F0113,DEHRADUN,2017,11,2,NO,294.0,63,16354,0,16354,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-11-01
F0113,DEHRADUN,2017,12,2,NO,2.0,64,129,0,129,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-12-01
F0113,DEHRADUN,2018,1,2,NO,287.0,62,15087,0,15087,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-01-01
F0113,DEHRADUN,2018,2,2,NO,169.0,62,9541,0,9541,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-02-01
F0113,DEHRADUN,2018,3,2,NO,24.0,63,1396,0,1396,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-03-01
F0113,DEHRADUN,2018,4,2,NO,330.0,62,18342,0,18342,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-04-01
F0113,DEHRADUN,2018,5,2,NO,242.0,62,13594,0,13594,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-05-01
F0113,DEHRADUN,2018,6,2,NO,4.0,64,235,0,235,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-06-01
F0113,DEHRADUN,2018,7,2,NO,473.0,63,27229,0,27229,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-07-01
F0113,DEHRADUN,2018,8,2,NO,495.0,63,28609,0,28609,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-08-01
F0113,DEHRADUN,2018,9,2,NO,26.0,64,1557,0,1557,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-09-01
F0113,DEHRADUN,2018,10,2,NO,22.0,64,1298,0,1298,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-10-01
F0113,DEHRADUN,2018,11,2,NO,77.0,60,4253,0,4253,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-11-01
F0113,DEHRADUN,2018,12,2,NO,255.0,62,14269,0,14269,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-12-01
F0113,DEHRADUN,2019,1,2,NO,325.0,62,20130,0,20130,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-01-01
F0113,DEHRADUN,2019,2,2,NO,12.0,64,746,0,746,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-02-01
F0113,DEHRADUN,2019,3,2,NO,100.0,62,5931,0,5931,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-03-01
F0113,DEHRADUN,2019,5,2,NO,87.0,63,5299,0,5299,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-05-01
F0113,DEHRADUN,2019,6,2,NO,143.0,60,8342,0,8342,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-06-01
F0113,DEHRADUN,2019,8,2,NO,48.0,64,2987,0,2987,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-08-01
F0113,DEHRADUN,2019,10,2,NO,216.0,63,12350,0,12350,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-10-01
F0113,DEHRADUN,2019,11,2,NO,126.0,60,6806,0,6806,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-11-01
F0113,DEHRADUN,2019,12,2,NO,162.0,60,8750,0,8750,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-12-01
F0113,DEHRADUN,2020,1,2,NO,261.0,63,14261,0,14261,95.0,50.0,GM,DL,NORTH,6,25gm,49,2020-01-01
F0113,DEHRADUN,2020,2,2,NO,54.0,64,3111,0,3111,95.0,50.0,GM,DL,North 1,6,25gm,49,2020-02-01
F0113,DELMDK,2017,4,2,NO,368.0,64,24363,0,27408,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-04-01
F0113,DELMDK,2017,5,2,NO,264.0,66,17421,0,19599,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-05-01
F0113,DELMDK,2017,6,2,NO,331.0,64,20450,1,22990,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-06-01
F0113,DELMDK,2017,7,2,NO,277.0,57,15960,0,15960,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-07-01
F0113,DELMDK,2017,8,2,NO,445.0,55,24340,0,24340,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-08-01
F0113,DELMDK,2017,9,2,NO,274.0,51,14237,0,14237,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-09-01
F0113,DELMDK,2017,10,2,NO,351.0,55,18225,0,18225,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-10-01
F0113,DELMDK,2017,11,2,NO,584.0,62,32729,0,32729,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-11-01
F0113,DELMDK,2018,1,2,NO,908.0,60,51040,0,51040,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-01-01
F0113,DELMDK,2018,2,2,NO,672.0,56,37867,0,37867,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-02-01
F0113,DELMDK,2018,3,2,NO,778.0,64,45093,0,45093,95.0,50.0,GM,DL,NORTH1,6,25gm,49,2018-03-01
F0113,DELMDK,2018,4,2,NO,147.0,56,8508,0,8508,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-04-01
F0113,DELMDK,2018,5,2,NO,1174.0,63,67480,0,67480,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-05-01
F0113,DELMDK,2018,6,2,NO,1207.0,61,69472,0,69472,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-06-01
F0113,DELMDK,2018,7,2,NO,703.0,62,41194,0,41194,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-07-01
F0113,DELMDK,2018,8,2,NO,922.0,63,53322,0,53322,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-08-01
F0113,DELMDK,2018,9,2,NO,760.0,63,44914,0,44914,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-09-01
F0113,DELMDK,2018,10,2,NO,662.0,60,37834,0,37834,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-10-01
F0113,DELMDK,2018,11,2,NO,454.0,56,24679,0,24679,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-11-01
F0113,DELMDK,2018,12,2,NO,1520.0,57,83559,0,83559,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-12-01
F0113,DELMDK,2019,1,2,NO,1995.0,59,110386,0,110386,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-01-01
F0113,DELMDK,2019,2,2,NO,581.0,60,34272,0,34272,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-02-01
F0113,DELMDK,2019,3,2,NO,1454.0,58,81725,0,81725,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-03-01
F0113,DELMDK,2019,4,2,NO,1288.0,58,70480,0,70480,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-04-01
F0113,DELMDK,2019,5,2,NO,597.0,60,34698,0,34698,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-05-01
F0113,DELMDK,2019,6,2,NO,31.0,59,1872,0,1872,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-06-01
F0113,DELMDK,2019,7,2,NO,672.0,64,41823,0,41823,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-07-01
F0113,DELMDK,2019,8,2,NO,643.0,61,38005,0,38005,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-08-01
F0113,DELMDK,2019,9,2,NO,1416.0,54,75435,0,75435,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-09-01
F0113,DELMDK,2019,10,2,NO,845.0,55,45275,0,45275,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-10-01
F0113,DELMDK,2019,11,2,NO,736.0,63,40237,0,40237,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-11-01
F0113,DELMDK,2019,12,2,NO,727.0,59,40536,0,40536,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-12-01
F0113,DELMDK,2020,1,2,NO,362.0,58,20008,0,20008,95.0,50.0,GM,DL,NORTH,6,25gm,49,2020-01-01
F0113,DELMDK,2020,2,2,NO,1110.0,56,61151,0,61151,95.0,50.0,GM,DL,North 2,6,25gm,49,2020-02-01
F0113,GHAZIABAD,2017,4,2,NO,574.0,64,35052,10,40031,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-04-01
F0113,GHAZIABAD,2017,5,2,NO,622.0,66,41485,4,47436,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-05-01
F0113,GHAZIABAD,2017,6,2,NO,689.0,66,41788,4,47751,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-06-01
F0113,GHAZIABAD,2017,7,2,NO,240.0,59,14342,0,14342,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-07-01
F0113,GHAZIABAD,2017,8,2,NO,190.0,59,11309,0,11309,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-08-01
F0113,GHAZIABAD,2017,9,2,NO,302.0,57,17398,0,17398,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-09-01
F0113,GHAZIABAD,2017,10,2,NO,483.0,59,24809,0,24809,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-10-01
F0113,GHAZIABAD,2017,11,2,NO,917.0,63,50064,0,50064,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2017-11-01
F0113,GHAZIABAD,2018,1,2,NO,756.0,63,40899,0,40899,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-01-01
F0113,GHAZIABAD,2018,2,2,NO,678.0,63,40361,0,40361,95.0,50.0,GM,DL,NORTH2,6,25gm,49,2018-02-01
F0113,GHAZIABAD,2018,3,2,NO,961.0,62,56510,0,56510,95.0,50.0,GM,DL,NORTH1,6,25gm,49,2018-03-01
F0113,GHAZIABAD,2018,5,2,NO,2103.0,63,122245,0,122245,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-05-01
F0113,GHAZIABAD,2018,6,2,NO,1276.0,64,74955,0,74955,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-06-01
F0113,GHAZIABAD,2018,7,2,NO,606.0,63,35019,0,35019,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-07-01
F0113,GHAZIABAD,2018,8,2,NO,308.0,64,18050,0,18050,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-08-01
F0113,GHAZIABAD,2018,9,2,NO,436.0,63,25272,0,25272,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-09-01
F0113,GHAZIABAD,2018,10,2,NO,282.0,64,16571,0,16571,95.0,50.0,GM,DL,North,6,25gm,49,2018-10-01
F0113,GHAZIABAD,2018,11,2,NO,231.0,63,13478,0,13478,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-11-01
F0113,GHAZIABAD,2018,12,2,NO,576.0,63,33281,0,33281,95.0,50.0,GM,DL,NORTH,6,25gm,49,2018-12-01
F0113,GHAZIABAD,2019,1,2,NO,567.0,64,35040,0,35040,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-01-01
F0113,GHAZIABAD,2019,2,2,NO,287.0,64,17893,0,17893,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-02-01
F0113,GHAZIABAD,2019,3,2,NO,400.0,63,24407,0,24407,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-03-01
F0113,GHAZIABAD,2019,4,2,NO,425.0,64,26255,0,26255,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-04-01
F0113,GHAZIABAD,2019,5,2,NO,394.0,64,24278,0,24278,95.0,50.0,GM,DL,NORTH,6,25gm,49,2019-05-01
F0113,GHAZIABAD,2019,6,2,NO,53.0,64,3298,0,3298,95.0,50.0,GM,DL,North,6,25gm,49,2019-06-01
